"jmdict_seq","kanji","kana","waller_definition","origin","original"
1589220,"落ち着く","おちつく","to calm down,to settle down","jmdict","落着く"
1589220,"落ちつく","おちつく","to calm down,to settle down","jmdict","落着く"
1589220,"落ち付く","おちつく","to calm down,to settle down","jmdict","落着く"
1589220,"落付く","おちつく","to calm down,to settle down","jmdict","落着く"
1693840,"御手洗","みたらし","font of purifying water placed at entrance of shrine","waller",
1338475,"お出掛け","おでかけ",,"waller",
1338475,"お出かけ","おでかけ",,"jmdict","お出掛け"
1338475,"御出掛け","おでかけ",,"jmdict","お出掛け"
1002110,"お手伝いさん","おてつだいさん","maid","waller",
1002110,"御手伝いさん","おてつだいさん","maid","jmdict","お手伝いさん"
1578070,,"おどかす","to threaten,to coerce","waller",
1578070,"脅かす","おどかす","to threaten,to coerce","jmdict","おどかす"
1578070,"嚇かす","おどかす","to threaten,to coerce","jmdict","おどかす"
1578070,"威かす","おどかす","to threaten,to coerce","jmdict","おどかす"
1589250,"落し物","おとしもの","lost property","waller",
1589250,"落とし物","おとしもの","lost property","jmdict","落し物"
1576050,,"おととい","day before yesterday","waller",
1576060,,"おととし","year before last","waller",
1414190,,"おとなしい","obedient,docile,quiet","waller",
1414190,"大人しい","おとなしい","obedient,docile,quiet","jmdict","おとなしい"
1414190,"温和しい","おとなしい","obedient,docile,quiet","jmdict","おとなしい"
1238650,"驚かす","おどろかす","to surprise,to frighten,to create a stir","waller",
1001720,,"おねがいします","please","waller",
1001720,"お願いします","おねがいします","please","jmdict","おねがいします"
1001720,"御願いします","おねがいします","please","jmdict","おねがいします"
2826190,"各々","おのおの","each,every,either,respectively,severally","waller",
2826190,"各各","おのおの","each,every,either,respectively,severally","jmdict","各々"
2826190,"各","おのおの","each,every,either,respectively,severally","jmdict","各々"
2261500,"叔母さん","おばさん","(1) aunt,(2) middle-aged lady","waller",
1612820,,"おはよう","(abbr) Good morning","waller",
1612820,"お早う","おはよう","(abbr) Good morning","jmdict","おはよう"
1612820,"御早う","おはよう","(abbr) Good morning","jmdict","おはよう"
1001950,"お参り","おまいり","worship,shrine visit","waller",
1001950,"御参り","おまいり","worship,shrine visit","jmdict","お参り"
2149640,,"おまたせしました","Sorry to have kept you waiting","waller",
2149640,"お待たせしました","おまたせしました","Sorry to have kept you waiting","jmdict","おまたせしました"
1002360,,"おまちどおさま","Sorry to have kept you waiting","waller",
1002360,"お待ちどおさま","おまちどおさま","Sorry to have kept you waiting","jmdict","おまちどおさま"
1002360,"お待ち遠様","おまちどおさま","Sorry to have kept you waiting","jmdict","おまちどおさま"
1002360,"お待ち遠様","おまちどうさま","Sorry to have kept you waiting","jmdict","おまちどおさま"
1002360,"御待ち遠様","おまちどおさま","Sorry to have kept you waiting","jmdict","おまちどおさま"
1002360,"御待ち遠様","おまちどうさま","Sorry to have kept you waiting","jmdict","おまちどおさま"
1002360,"お待ち遠さま","おまちどおさま","Sorry to have kept you waiting","jmdict","おまちどおさま"
1002360,"お待ち遠さま","おまちどうさま","Sorry to have kept you waiting","jmdict","おまちどおさま"
1002360,"お待ちどお様","おまちどおさま","Sorry to have kept you waiting","jmdict","おまちどおさま"
1002360,"お待ちどうさま","おまちどうさま","Sorry to have kept you waiting","jmdict","おまちどおさま"
1002360,"お待ちどう様","おまちどうさま","Sorry to have kept you waiting","jmdict","おまちどおさま"
1647360,,"おめでたい","happy event,matter for congratulation,auspicious event,pregnancy","waller",
1647360,"お目出度い","おめでたい","happy event,matter for congratulation,auspicious event,pregnancy","jmdict","おめでたい"
1647360,"御目出度い","おめでたい","happy event,matter for congratulation,auspicious event,pregnancy","jmdict","おめでたい"
1647360,"お芽出度い","おめでたい","happy event,matter for congratulation,auspicious event,pregnancy","jmdict","おめでたい"
1647360,"御芽出度い","おめでたい","happy event,matter for congratulation,auspicious event,pregnancy","jmdict","おめでたい"
1647360,"お愛でたい","おめでたい","happy event,matter for congratulation,auspicious event,pregnancy","jmdict","おめでたい"
1647360,"御愛でたい","おめでたい","happy event,matter for congratulation,auspicious event,pregnancy","jmdict","おめでたい"
1610630,"思い掛けない","おもいがけない","unexpected,casual","waller",
1610630,"思いがけない","おもいがけない","unexpected,casual","jmdict","思い掛けない"
1610630,"思い掛け無い","おもいがけない","unexpected,casual","jmdict","思い掛けない"
1309230,"思い込む","おもいこむ","to be under impression that,to be convinced that","waller",
1309230,"思いこむ","おもいこむ","to be under impression that,to be convinced that","jmdict","思い込む"
1309310,"思いっ切り","おもいっきり",,"waller",
1309310,"思いっきり","おもいっきり",,"jmdict","思いっ切り"
1589330,"思い付く","おもいつく","to think of,to hit upon","waller",
1589330,"思いつく","おもいつく","to think of,to hit upon","jmdict","思い付く"
1335780,"重たい","おもたい","heavy,massive,serious","waller",
1612680,,"おやすみ","(1) holiday,absence,rest,(2) (exp) Good night","waller",
1612680,"お休み","おやすみ","(1) holiday,absence,rest,(2) (exp) Good night","jmdict","おやすみ"
1612680,"御休み","おやすみ","(1) holiday,absence,rest,(2) (exp) Good night","jmdict","おやすみ"
1589430,,"おやつ","(1) between meal snack,afternoon refreshment","waller",
1589430,"お八つ","おやつ","(1) between meal snack,afternoon refreshment","jmdict","おやつ"
1589430,"お八","おやつ","(1) between meal snack,afternoon refreshment","jmdict","おやつ"
1589430,"御八つ","おやつ","(1) between meal snack,afternoon refreshment","jmdict","おやつ"
1365190,"親指","おやゆび","thumb","waller",
1365190,"おや指","おやゆび","thumb","jmdict","親指"
1035780,,"オルガン","organ","waller",
1183050,"卸す","おろす","to sell wholesale,grated (vegetables)","waller",
1183140,"恩恵","おんけい","grace,favor,blessing,benefit","waller",
1183390,"温室","おんしつ","greenhouse","waller",
1183450,"温泉","おんせん","spa,hot spring,onsen","waller",
1183470,"温帯","おんたい","temperate zone","waller",
1270530,"御中","おんちゅう","and Company,Messrs.","waller",
1344980,"女の人","おんなのひと","woman","waller",
1196540,"蚊","か","mosquito","waller",
1196540,,"カ","mosquito","jmdict","蚊"
1036560,,"カーブ","(1) curve,(2) curve ball (baseball)","waller",
1203100,"貝","かい","shell,shellfish","waller",
1202560,"開会","かいかい","opening of a meeting","waller",
1589660,"会館","かいかん","meeting hall,assembly hall","waller",
1589660,"会舘","かいかん","meeting hall,assembly hall","jmdict","会館"
1200840,"改札","かいさつ","examination of tickets","waller",
1199000,"解散","かいさん","breakup,dissolution","waller",
1201520,"海水浴","かいすいよく","sea bathing,seawater bath","waller",
1199510,"回数","かいすう","number of times,frequency","waller",
1199520,"回数券","かいすうけん","book of tickets","waller",
1200930,"改正","かいせい","revision,amendment,alteration","waller",
1200060,"快晴","かいせい","good weather","waller",
1200060,"快霽","かいせい","good weather","jmdict","快晴"
1199080,"解説","かいせつ","explanation,commentary","waller",
1201000,"改造","かいぞう","(1) remodeling,(2) modding (comp)","waller",
1202850,"開通","かいつう","opening,open","waller",
1199640,"回転","かいてん","rotation,revolution,turning","waller",
1199640,"廻転","かいてん","rotation,revolution,turning","jmdict","回転"
1199160,"解答","かいとう","answer,solution","waller",
1199680,"回答","かいとう","reply,answer","waller",
1204070,"外部","がいぶ","the outside,external","waller",
1199250,"解放","かいほう","release,liberation,emancipation","waller",
1202950,"開放","かいほう","open,throw open,liberalization","waller",
1201790,"海洋","かいよう","ocean","waller",
1204520,"概論","がいろん","intro,outline,general remarks","waller",
1221240,"帰す","かえす","to send back","waller",
1221240,"還す","かえす","to send back","jmdict","帰す"
1226610,"却って","かえって","on the contrary,rather,all the more,instead","waller",
1226610,,"かえって","on the contrary,rather,all the more,instead","jmdict","却って"
1589780,"代える","かえる","to exchange,to interchange,to substitute,to replace","waller",
1512150,"反る","かえる","to warp,to be warped,to curve","waller",
1512150,"返る","かえる","to warp,to be warped,to curve","jmdict","反る"
1191780,"家屋","かおく","house,building","waller",
1589880,"係わる","かかわる","to concern oneself in,to have to do with,to affect,to influence,to stick to (opinions)","waller",
1589880,"関わる","かかわる","to concern oneself in,to have to do with,to affect,to influence,to stick to (opinions)","jmdict","係わる"
1589880,"拘る","かかわる","to concern oneself in,to have to do with,to affect,to influence,to stick to (opinions)","jmdict","係わる"
1589880,"関る","かかわる","to concern oneself in,to have to do with,to affect,to influence,to stick to (opinions)","jmdict","係わる"
1589880,"拘わる","かかわる","to concern oneself in,to have to do with,to affect,to influence,to stick to (opinions)","jmdict","係わる"
1589880,"係る","かかわる","to concern oneself in,to have to do with,to affect,to influence,to stick to (opinions)","jmdict","係わる"
1589960,"書留","かきとめ","writing down,putting on record,recording,making a note of,registration (of mail)","waller",
1589960,"書き留め","かきとめ","writing down,putting on record,recording,making a note of,registration (of mail)","jmdict","書留"
1589960,"書留め","かきとめ","writing down,putting on record,recording,making a note of,registration (of mail)","jmdict","書留"
1589970,"書取","かきとり","dictation","waller",
1589970,"書き取り","かきとり","dictation","jmdict","書取"
1204800,"垣根","かきね","hedge","waller",
1399970,"掻く","かく","to scratch,to perspire","waller",
1399970,,"かく","to scratch,to perspire","jmdict","掻く"
1399970,"搔く","かく","to scratch,to perspire","jmdict","掻く"
1565480,"嗅ぐ","かぐ","to sniff,to smell","waller",
1193130,"架空","かくう","aerial,overhead,fiction,fanciful","waller",
1193130,"架空","がくう","aerial,overhead,fiction,fanciful","jmdict","かくう"
1205010,"各自","かくじ","individual,each","waller",
1205190,"拡充","かくじゅう","expansion","waller",
1206870,"学術","がくじゅつ","science,learning,scholarship","waller",
1205100,"各地","かくち","every place,various places","waller",
1205220,"拡張","かくちょう","expansion,extension,enlargement,escape (ESC)","waller",
